"Dates","Category","Descript","DayOfWeek","PdDistrict","Resolution","Address","X","Y"
"2003-10-01 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","SOUTHERN","ARREST, CITED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-10-01 14:50:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","INGLESIDE","ARREST, BOOKED","700 Block of VELASCO AV",-122.418909546738,37.7098819350303
"2003-10-01 14:17:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","0 Block of TAYLOR ST",-122.41055128181,37.7825025590102
"2003-10-01 14:05:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","100 Block of SOUTH VAN NESS AV",-122.418299619441,37.7715376281605
"2003-10-01 13:28:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Wednesday","NORTHERN","ARREST, BOOKED","2200 Block of FILLMORE ST",-122.434185156356,37.7902737888877
"2003-10-01 10:53:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","TAYLOR ST / MARKET ST",-122.410293519697,37.7822305869807
"2003-10-01 10:01:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","TENDERLOIN","ARREST, CITED","ELLIS ST / HYDE ST",-122.416075285059,37.7844496612562
"2003-10-01 08:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","NORTHERN","NONE","ELLIS ST / LAGUNA ST",-122.427587021566,37.7829846991438
"2003-10-01 04:15:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Wednesday","NORTHERN","ARREST, CITED","BUSH ST / POLK ST",-122.420307355728,37.7886989511418
"2003-10-01 00:23:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","NORTHERN","ARREST, BOOKED","1600 Block of PINE ST",-122.422963001902,37.789251361779
"2003-09-30 23:43:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Tuesday","MISSION","ARREST, BOOKED","FOLSOM ST / 16TH ST",-122.415308388823,37.7653161356396
"2003-09-30 23:43:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","FOLSOM ST / 16TH ST",-122.415308388823,37.7653161356396
"2003-09-30 19:48:00","WARRANTS","WARRANT ARREST","Tuesday","CENTRAL","ARREST, BOOKED","400 Block of GEARY ST",-122.410699657634,37.7869881885308
"2003-09-30 18:25:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","INGLESIDE","NONE","1400 Block of VISITACION AV",-122.413003634096,37.7128062367426
"2003-09-30 17:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","NORTHERN","NONE","FRANCISCO ST / BAKER ST",-122.446351238863,37.8004847264874
"2003-09-30 16:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","11TH ST / MISSION ST",-122.417104895563,37.7743242867679
"2003-09-30 14:45:00","WARRANTS","WARRANT ARREST","Tuesday","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.409011206639,37.7811340568243
"2003-09-30 12:35:00","WARRANTS","WARRANT ARREST","Tuesday","NORTHERN","ARREST, BOOKED","AUSTIN ST / POLK ST",-122.42040246369,37.7891643767502
"2003-09-30 11:16:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","800 Block of 3RD ST",-122.391425069857,37.7778727797586
"2003-09-30 10:23:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","NORTHERN","ARREST, BOOKED","500 Block of HAIGHT ST",-122.431268066985,37.7719465066457
"2003-09-30 09:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","MISSION","NONE","2800 Block of FOLSOM ST",-122.413935404044,37.7516932889916
"2003-09-30 09:00:00","PROSTITUTION","PANDERING","Tuesday","RICHMOND","JUVENILE ADMONISHED","600 Block of 32ND AV",-122.491956779206,37.7768766735218
"2003-09-30 08:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","RICHMOND","NONE","3000 Block of ANZA ST",-122.480859762603,37.7783900511677
"2003-09-30 03:30:00","WARRANTS","WARRANT ARREST","Tuesday","TENDERLOIN","ARREST, BOOKED","400 Block of EDDY ST",-122.41506687647,37.7835634796332
"2003-09-29 23:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","TARAVAL","NONE","300 Block of PLYMOUTH AV",-122.456126455635,37.7136432190476
"2003-09-29 19:25:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","BAYVIEW","NONE","0 Block of DEDMAN CT",-122.384907106098,37.7368469604958
"2003-09-29 16:25:00","WARRANTS","WARRANT ARREST","Monday","TENDERLOIN","ARREST, BOOKED","MARKET ST / 8TH ST",-122.41474383539,37.7787192627661
"2003-09-29 15:16:00","WARRANTS","WARRANT ARREST","Monday","BAYVIEW","ARREST, BOOKED","1300 Block of EVANS AV",-122.382742108888,37.7399451834026
"2003-09-29 15:01:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","INGLESIDE","ARREST, BOOKED","MISSION ST / PERSIA AV",-122.435977217004,37.7231288307053
"2003-09-29 11:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","BAYVIEW","NONE","2000 Block of BAY SHORE BL",-122.399128823397,37.7145317461379
"2003-09-29 07:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","RICHMOND","NONE","45TH AV / ANZA ST",-122.506021348096,37.7771876805174
"2003-09-29 06:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","NORTHERN","NONE","2700 Block of GREENWICH ST",-122.444988645309,37.7978467892651
"2003-09-21 23:30:00","WARRANTS","WARRANT ARREST","Sunday","PARK","ARREST, BOOKED","1800 Block of HAIGHT ST",-122.452706340322,37.7692156705894
"2003-09-21 23:00:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Sunday","SOUTHERN","ARREST, BOOKED","0 Block of JULIA ST",-122.412179339428,37.7777844663937
"2003-09-21 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","FRANCISCO ST / POLK ST",-122.423277496383,37.8034124225242
"2003-09-21 20:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","900 Block of FRANKLIN ST",-122.42258112165,37.7829192180689
"2003-09-21 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","1300 Block of GRANT AV",-122.407370965267,37.7992401253832
"2003-09-21 16:15:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Sunday","TARAVAL","NONE","400 Block of SARGENT ST",-122.466676958213,37.7161650273626
"2003-09-21 15:36:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","PARK","ARREST, BOOKED","1600 Block of HAIGHT ST",-122.450452600564,37.7695032629887
"2003-09-21 13:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","0 Block of ALVARADO ST",-122.422274285155,37.7544751986536
"2003-09-21 13:20:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","BAYVIEW","ARREST, BOOKED","1100 Block of TENNESSEE ST",-122.389106922383,37.7571095200271
"2003-09-21 06:20:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Sunday","NORTHERN","NONE","1900 Block of FILLMORE ST",-122.433438243827,37.7872610821447
"2003-09-21 01:38:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","CENTRAL","ARREST, BOOKED","POST ST / HYDE ST",-122.416642370012,37.787245037792
"2003-09-21 01:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","INGLESIDE","ARREST, BOOKED","1600 Block of VALENCIA ST",-122.420141442892,37.7459541951925
"2003-09-20 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","BAYVIEW","NONE","600 Block of DE HARO ST",-122.401329886526,37.7616343759799
"2003-09-20 22:16:00","WARRANTS","WARRANT ARREST","Saturday","MISSION","ARREST, BOOKED","1200 Block of SOUTH VAN NESS AV",-122.416269089153,37.7531590161083
"2003-09-20 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-20 20:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","BAYVIEW","NONE","700 Block of MISSOURI ST",-122.395891602231,37.7572374683582
"2003-09-20 19:24:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","MISSION","ARREST, BOOKED","CASTRO ST / 18TH ST",-122.435002864271,37.7608878061245
"2003-09-20 17:45:00","WARRANTS","WARRANT ARREST","Saturday","MISSION","ARREST, BOOKED","1100 Block of POTRERO AV",-122.406324313914,37.7536322498822
"2003-09-20 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","BAYVIEW","NONE","700 Block of WAYLAND ST",-122.409553211521,37.7248045923013
"2003-09-20 15:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TARAVAL","NONE","0 Block of LENOX WY",-122.464741958044,37.7430172936494
"2003-09-20 12:58:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TENDERLOIN","NONE","0 Block of TURK ST",-122.409853729941,37.7833862379382
"2003-09-20 08:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","NORTHERN","NONE","BUSH ST / POLK ST",-122.420307355728,37.7886989511418
"2003-09-20 06:00:00","WARRANTS","WARRANT ARREST","Saturday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-20 02:10:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Saturday","NORTHERN","ARREST, BOOKED","LARKIN ST / HEMLOCK ST",-122.418368839172,37.7874861572042
"2003-09-19 23:09:00","WARRANTS","WARRANT ARREST","Friday","MISSION","ARREST, BOOKED","24TH ST / ALABAMA ST",-122.410962664763,37.7526849196185
"2003-09-19 19:57:00","WARRANTS","WARRANT ARREST","Friday","MISSION","ARREST, BOOKED","24TH ST / OSAGE ST",-122.419018144903,37.7522051632884
"2003-09-19 19:00:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","TENDERLOIN","ARREST, CITED","HYDE ST / OFARRELL ST",-122.416261836841,37.7853750846147
"2003-09-19 18:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","BAYVIEW","NONE","1400 Block of THOMAS AV",-122.388462419597,37.7288786692236
"2003-09-19 16:50:00","WARRANTS","WARRANT ARREST","Friday","RICHMOND","ARREST, BOOKED","GEARY BL / 6TH AV",-122.464281231868,37.7810193159964
"2003-09-19 15:22:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","CENTRAL","ARREST, CITED","KEARNY ST / PINE ST",-122.404223195656,37.7916902258902
"2003-09-19 11:22:00","VANDALISM","MALICIOUS MISCHIEF","Friday","CENTRAL","NONE","500 Block of BEACH ST",-122.418111096758,37.8070199998601
"2003-09-19 08:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","MISSION","ARREST, BOOKED","600 Block of DOLORES ST",-122.425726898435,37.7594385840269
"2003-09-19 05:14:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","TENDERLOIN","ARREST, BOOKED","600 Block of OFARRELL ST",-122.414850480524,37.7856087588303
"2003-09-18 23:44:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","NORTHERN","ARREST, BOOKED","SUTTER ST / POLK ST",-122.420120319211,37.7877570602182
"2003-09-18 21:55:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","NORTHERN","ARREST, CITED","LARKIN ST / HEMLOCK ST",-122.418368839172,37.7874861572042
"2003-09-18 21:55:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","CENTRAL","NONE","GEARY ST / HYDE ST",-122.416452065602,37.7863086885575
"2003-09-18 21:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","NORTHERN","ARREST, CITED","LARKIN ST / HEMLOCK ST",-122.418368839172,37.7874861572042
"2003-09-18 20:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","NORTHERN","NONE","CEDAR ST / LARKIN ST",-122.418182397681,37.7865662290435
"2003-09-18 19:19:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Thursday","NORTHERN","ARREST, BOOKED","POLK ST / BUSH ST",-122.420307355728,37.7886989511418
"2003-09-18 19:05:00","WARRANTS","WARRANT ARREST","Thursday","SOUTHERN","ARREST, BOOKED","300 Block of BERRY ST",-122.396661415271,37.7730956120037
"2003-09-18 18:25:00","WARRANTS","WARRANT ARREST","Thursday","BAYVIEW","ARREST, BOOKED","1300 Block of 6TH ST",-122.463104831607,37.763225899873
"2003-09-18 18:20:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","STEVELOE PL / JONES ST",-122.41288317794,37.7853530358707
"2003-09-18 17:59:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Thursday","TENDERLOIN","ARREST, BOOKED","TURK ST / TAYLOR ST",-122.41076876635,37.7832145189783
"2003-09-18 16:25:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","LOCATED","ERIE ST / FOLSOM ST",-122.41561344008,37.7693628813207
"2003-09-18 16:11:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","MISSION","ARREST, BOOKED","2000 Block of MISSION ST",-122.419520367886,37.764228935718
"2003-09-18 14:25:00","WARRANTS","ENROUTE TO PROBATION OFFICER","Thursday","PARK","ARREST, BOOKED","1300 Block of DIVISADERO ST",-122.439329634936,37.7819788533568
"2003-09-18 10:46:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","BAYVIEW","ARREST, BOOKED","500 Block of ILLINOIS ST",-122.387970307057,37.7656605700533
"2003-09-18 07:12:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","TENDERLOIN","NONE","EDDY ST / HYDE ST",-122.415885065795,37.7835160563924
"2003-09-17 23:50:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","TENDERLOIN","ARREST, BOOKED","ANTONIO ST / JONES ST",-122.41288317794,37.7853530358707
"2003-09-17 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","RICHMOND","NONE","300 Block of ARGUELLO BL",-122.459020034103,37.7844458856887
"2003-09-17 22:30:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","SOUTHERN","ARREST, CITED","100 Block of 4TH ST",-122.4039407276,37.7843007072344
"2003-09-17 22:15:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-09-17 21:50:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-09-17 20:47:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-09-17 20:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","INGLESIDE","NONE","0 Block of ONONDAGA AV",-122.438101184595,37.7213532143264
"2003-09-17 19:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Wednesday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392551,37.7636337703031
"2003-09-17 16:25:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","TARAVAL","ARREST, BOOKED","RANDOLPH ST / BRIGHT ST",-122.463500207712,37.7143005357294
"2003-09-17 14:33:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","TARAVAL","NONE","2200 Block of 14TH AV",-122.470359608661,37.7460753397163
"2003-09-17 13:00:00","WARRANTS","WARRANT ARREST","Wednesday","CENTRAL","ARREST, BOOKED","0 Block of STONE ST",-122.409322277196,37.7952381317849
"2003-09-17 09:45:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","BAYVIEW","ARREST, BOOKED","0 Block of GILLETTE AV",-122.39642786717,37.7113274601569
"2003-09-17 01:56:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","SOUTHERN","ARREST, BOOKED","5TH ST / FOLSOM ST",-122.403390364804,37.780265577696
"2003-09-16 22:20:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","NORTHERN","NONE","1000 Block of POST ST",-122.419104424644,37.7868764841608
"2003-09-16 21:45:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Tuesday","TENDERLOIN","ARREST, CITED","ELLIS ST / HYDE ST",-122.416075285059,37.7844496612562
"2003-09-16 20:45:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Tuesday","TENDERLOIN","JUVENILE BOOKED","HYDE ST / OFARRELL ST",-122.416261836841,37.7853750846147
"2003-09-16 18:10:00","WARRANTS","WARRANT ARREST","Tuesday","NORTHERN","ARREST, BOOKED","300 Block of HERMANN ST",-122.4309001753,37.7700827275986
"2003-09-16 18:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Tuesday","NORTHERN","NONE","1600 Block of POST ST",-122.428992673997,37.7857262026184
"2003-09-16 15:00:00","WARRANTS","WARRANT ARREST","Tuesday","NORTHERN","ARREST, BOOKED","100 Block of LARKIN ST",-122.416607695115,37.7791387543353
"2003-09-16 14:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","RICHMOND","NONE","700 Block of 15TH AV",-122.473425027413,37.7739804579466
"2003-09-16 11:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-16 08:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","PARK","NONE","1800 Block of PAGE ST",-122.451236373142,37.7703598019817
"2003-09-16 07:45:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Tuesday","MISSION","NONE","0 Block of FORD ST",-122.43177685468,37.7618314149191
"2003-09-16 04:00:00","WARRANTS","WARRANT ARREST","Tuesday","TENDERLOIN","ARREST, BOOKED","200 Block of LEAVENWORTH ST",-122.414217804322,37.7832593295025
"2003-09-16 03:03:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","CASTRO ST / 25TH ST",-122.433929516792,37.7496951850386
"2003-09-16 00:02:00","WARRANTS","WARRANT ARREST","Tuesday","RICHMOND","ARREST, BOOKED","500 Block of 7TH AV",-122.46520726793,37.7780927956867
"2003-09-15 21:28:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-15 20:10:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, CITED","MISSION ST / 2ND ST",-122.399802145807,37.7880065324163
"2003-09-15 19:05:00","WARRANTS","WARRANT ARREST","Monday","TENDERLOIN","ARREST, BOOKED","0 Block of TURK ST",-122.409853729941,37.7833862379382
"2003-09-15 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","INGLESIDE","NONE","100 Block of MONETA WY",-122.450418099402,37.7125153301803
"2003-09-15 17:30:00","VANDALISM","MALICIOUS MISCHIEF, TIRE SLASHING","Monday","INGLESIDE","NONE","200 Block of COTTER ST",-122.436631556381,37.7294469329804
"2003-09-15 17:16:00","WARRANTS","WARRANT ARREST","Monday","MISSION","ARREST, BOOKED","21ST ST / FOLSOM ST",-122.414544668569,37.7572992974147
"2003-09-15 12:33:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","PARK","NONE","2600 Block of GEARY BL",-122.446612978839,37.7822458223917
"2003-09-15 01:42:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Monday","MISSION","ARREST, BOOKED","SHOTWELL ST / 18TH ST",-122.416078423916,37.7620347866564
"2003-09-07 23:50:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2003-09-07 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","BAYVIEW","NONE","VENUS ST / THORNTON AV",-122.397698830257,37.7314348283056
"2003-09-07 21:30:00","VANDALISM","MALICIOUS MISCHIEF","Sunday","PARK","JUVENILE BOOKED","2200 Block of HAYES ST",-122.453481345535,37.7730528713382
"2003-09-07 20:37:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Sunday","BAYVIEW","ARREST, BOOKED","KEITH ST / THOMAS AV",-122.389421299082,37.7293538492759
"2003-09-07 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","TARAVAL","NONE","48TH AV / JUDAH ST",-122.508067688155,37.7603276290519
"2003-09-07 18:44:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","MISSION","ARREST, BOOKED","16TH ST / SOUTH VAN NESS AV",-122.417488323647,37.7651818039951
"2003-09-07 18:30:00","WARRANTS","WARRANT ARREST","Sunday","INGLESIDE","ARREST, BOOKED","200 Block of OXFORD ST",-122.419564175858,37.7267747005062
"2003-09-07 18:00:00","VANDALISM","MALICIOUS MISCHIEF, TIRE SLASHING","Sunday","INGLESIDE","NONE","TRUMBULL ST / CONGDON ST",-122.426145705495,37.7308825408918
"2003-09-07 14:20:00","WARRANTS","WARRANT ARREST","Sunday","TARAVAL","ARREST, BOOKED","0 Block of DELONG ST",-122.458369929336,37.7097257872629
"2003-09-07 12:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","INGLESIDE","NONE","0 Block of SANTA ROSA AV",-122.434951059598,37.7262876072469
"2003-09-07 07:38:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","SOUTHERN","ARREST, BOOKED","1900 Block of MISSION ST",-122.419814593811,37.7658427213372
"2003-09-07 07:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","BAYVIEW","NONE","1500 Block of 20TH ST",-122.396780909019,37.7600507615437
"2003-09-07 07:06:00","WARRANTS","WARRANT ARREST","Sunday","CENTRAL","ARREST, BOOKED","900 Block of POST ST",-122.416825199786,37.787277154617
"2003-09-07 03:48:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","CENTRAL","NONE","1100 Block of PACIFIC AV",-122.414668598777,37.7959753126673
"2003-09-06 23:00:00","VANDALISM","MALICIOUS MISCHIEF","Saturday","BAYVIEW","NONE","1100 Block of PALOU AV",-122.382475491131,37.7292626391341
"2003-09-06 22:48:00","WARRANTS","WARRANT ARREST","Saturday","NORTHERN","ARREST, BOOKED","800 Block of OFARRELL ST",-122.418729600557,37.785007503993
"2003-09-06 21:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","BAYVIEW","ARREST, BOOKED","200 Block of WILLIAMS AV",-122.397744427103,37.7299346936044
"2003-09-06 18:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","MISSION","NONE","400 Block of CASTRO ST",-122.435012093789,37.7617677182954
"2003-09-06 17:02:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TARAVAL","ARREST, BOOKED","100 Block of HAROLD AV",-122.453165502054,37.7209645253748
"2003-09-06 13:15:00","WARRANTS","WARRANT ARREST","Saturday","TARAVAL","ARREST, BOOKED","1600 Block of HOLLOWAY AV",-122.478278206332,37.7209451616295
"2003-09-06 10:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","NORTHERN","NONE","ELLIS ST / LAGUNA ST",-122.427587021566,37.7829846991438
"2003-09-06 10:17:00","WARRANTS","WARRANT ARREST","Saturday","NORTHERN","ARREST, BOOKED","200 Block of OAK ST",-122.423371067788,37.774866634941
"2003-09-06 02:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","RICHMOND","NONE","GEARY BL / PARK PRESIDIO BL",-122.472311439549,37.7806545050974
"2003-09-06 01:26:00","WARRANTS","WARRANT ARREST","Saturday","NORTHERN","ARREST, BOOKED","POLK ST / SUTTER ST",-122.420120319211,37.7877570602182
"2003-09-05 22:10:00","VANDALISM","MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION","Friday","SOUTHERN","NONE","800 Block of 3RD ST",-122.391425069857,37.7778727797586
"2003-09-05 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","BAYVIEW","NONE","1900 Block of 22ND ST",-122.400399884507,37.7572681084464
"2003-09-05 20:30:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Friday","NORTHERN","ARREST, BOOKED","LARKIN ST / ELLIS ST",-122.417710344733,37.7842362877657
"2003-09-05 18:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","SOUTHERN","NONE","HARRISON ST / DIVISION ST",-122.413388483275,37.7695006538722
"2003-09-05 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","SOUTHERN","NONE","9TH ST / HOWARD ST",-122.413163134283,37.7749926445156
"2003-09-05 13:09:00","WARRANTS","WARRANT ARREST","Friday","MISSION","ARREST, BOOKED","800 Block of VALENCIA ST",-122.421380986073,37.7589148884581
"2003-09-05 12:45:00","WARRANTS","WARRANT ARREST","Friday","BAYVIEW","ARREST, BOOKED","CONNECTICUT ST / 26TH ST",-122.396411072533,37.7511784346492
"2003-09-05 12:00:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","NORTHERN","ARREST, BOOKED","2400 Block of FILLMORE ST",-122.43440245623,37.7920487528292
"2003-09-05 11:59:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","300 Block of BERRY ST",-122.396759086061,37.7731734400875
"2003-09-05 11:45:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","300 Block of BERRY ST",-122.396661415271,37.7730956120037
"2003-09-05 11:13:00","PROSTITUTION","SOLICITS TO VISIT HOUSE OF PROSTITUTION","Friday","MISSION","ARREST, BOOKED","2000 Block of FOLSOM ST",-122.415132425046,37.7641898631111
"2003-09-05 11:10:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","0 Block of MINNA ST",-122.397576432823,37.788983459573
